title,mode,level,id,thumbnail
Arcana Force,Single,20,ek1iTUNVZ3lqRzVVK21QSjBqK2lwZz09,https://phoenix.piugame.com/data/song_img/069ce59bbca7f929cd0a2b6c80ea791c.png?v=20241031113041
Athena's Shield,Single,20,QU5wRHFYdnloVDlXY21mekx4R3F5QT09,https://phoenix.piugame.com/data/song_img/e9d9f977024488f5bb31c9e203621e84.png?v=20241031113041
Avalanquiem,Single,20,cEFOSGVqa0NTQW1GcE9MRUVVWUdJQT09,https://phoenix.piugame.com/data/song_img/9684b814e944dad64b6f07c81300820c.png?v=20241031113041
BATTLE NO.1,Single,20,VXRkdVJaeFN0T1JqdHRMVFFnai9Ndz09,https://phoenix.piugame.com/data/song_img/12452411f0fddba3caf2382c9bf033f4.png?v=20241031113041
Beat the ghost,Single,20,UEo1cG9vcmxOQnc4OURZOUR3Wmw1UT09,https://phoenix.piugame.com/data/song_img/538da2163ffb699d9e08e666e174fc46.png?v=20241031113041
Blazing,Single,20,ZXU5WEpKMVMwVDZwczRtbEhTR29JUT09,https://phoenix.piugame.com/data/song_img/025886fd5b3d73fc257a8eb8cb09bc03.png?v=20241031113041
Bluish Rose,Single,20,bkp4NHBRc25DWUhHQ1F1VG5mbWxYQT09,https://phoenix.piugame.com/data/song_img/03b6b88c054909e454b57dd7b7dfb831.png?v=20241031113041
BOOOM!!,Single,20,QlFRQ2U3VTQwRXdlclN2VGhuL0M1QT09,https://phoenix.piugame.com/data/song_img/9caa31f81ba859eb53adc2b47b6d93bc.png?v=20241031113041
Cannon X.1,Single,20,ck1FbTdaWlRHUTB5WGcvQVRvTmliQT09,https://phoenix.piugame.com/data/song_img/40975307786409a32cda392fe62ee7c2.png?v=20241031113041
Canon D,Single,20,NElteGlZc3lRU2hjT1Q0Q2FRTGV3dz09,https://phoenix.piugame.com/data/song_img/8bc90e7b39366efebd9bc42c064c4c9b.png?v=20241031113041
CHAOS AGAIN,Single,20,KzZWaUs5Y25mU2NRdVFJTnAwcXRJZz09,https://phoenix.piugame.com/data/song_img/df2bb22858f58b4cf088ce1866854f2d.png?v=20241031113041
Sorceress Elise,Single,21,R21nTHE0VTBEWDNRdk05TmxySjlMUT09,https://phoenix.piugame.com/data/song_img/52ba0f8236f1cc1be8533771c479b36a.png?v=20241031113041
Stardream (feat. Romelon),Single,21,L2JFWm9xRkNQaURrcVl6SHVHQWJjUT09,https://phoenix.piugame.com/data/song_img/0a5705bb58882d059fcdbd5aea9b9cce.png?v=20241031113041
Stardream -Eurobeat Remix-,Single,21,aUdvSHRNYmxvWGxENkpxVnl4Q0NkQT09,https://phoenix.piugame.com/data/song_img/1e7f149bb81b419a51d930540d002bec.png?v=20241031113041
Sudden Appearance Image,Single,21,M3FiTXJFQlllZndNcnNKVUREN3Vpdz09,https://phoenix.piugame.com/data/song_img/b2bd709009f25a9ac3618390c7b9917e.png?v=20241031113041
Telling Fortune Flower,Single,21,eTRmYk10MERud0tVcTBRWWlZWXBrdz09,https://phoenix.piugame.com/data/song_img/212d24f35ebb3de53f5deb6cd6625d31.png?v=20241031113041
The Reverie,Single,21,YlplTFR5ZC9ieGJ4UmRKOFFkbHdjdz09,https://phoenix.piugame.com/data/song_img/59006ca78aee2254dd3fe1362c9864b6.png?v=20241031113041
TRICKL4SH 220,Single,21,cHBFNnhmMzhKbzNEbitoVUpiRUFJUT09,https://phoenix.piugame.com/data/song_img/81c807da9ac1fd29e74ab8a510976789.png?v=20241031113041
Ultimatum,Single,21,SGtzQzUvbHZ0Q281MnhGTW9taEpzZz09,https://phoenix.piugame.com/data/song_img/54a6474ee494e9b1748e1edd3affee0b.png?v=20241031113041
Vacuum,Single,21,aEQxbUZ2THdONXo2cmlrNkxFemQ4QT09,https://phoenix.piugame.com/data/song_img/fe92678270d73a1a7aa2c68fc058ba3f.png?v=20241031113041
Wedding Crashers,Single,21,a2loVlJzUTJONm04NU1BMzRWY1dWQT09,https://phoenix.piugame.com/data/song_img/a916721935bb9c8c55800fbbe556ae90.png?v=20241031113041
What Happened,Single,21,cHpDeU9FSDkyaFNPQlRiQ3gvVEU5dz09,https://phoenix.piugame.com/data/song_img/c0202919b28b74b717b6a02b85840be7.png?v=20241031113041
WI-EX-DOC-VA,Single,21,aWpxS1c5aXVjUXQ2cFhLdDFaYXNzdz09,https://phoenix.piugame.com/data/song_img/559e26e1da569c22852e62b4d3f0d2e2.png?v=20241031113041
Chase Me,Single,20,aCtMeUh5aVFDUFpoa3c0dU9DaFBjQT09,https://phoenix.piugame.com/data/song_img/cd73da06e335afc98fac9e4609eedb2c.png?v=20241031113041
CHICKEN WING,Single,20,UnlkZXBhSTlGNWVnMlZBVzdNU2xaZz09,https://phoenix.piugame.com/data/song_img/8d26b7c6b40b80e288decba3687b14fb.png?v=20241031113041
CHICKEN WING - SHORT CUT -,Single,20,TmRVMTBGQnd3MkIvK0hrRWoyU0M0UT09,https://phoenix.piugame.com/data/song_img/935aaf54c550ca4cdea5a939132f1efc.png?v=20241031113041
CROSS SOUL,Single,20,ZElFWG8ybU50bkx4S0ZZeFdDT0JQdz09,https://phoenix.piugame.com/data/song_img/9a7a0e282cbd94c9c94f605979be9cc2.png?v=20241031113041
Crossing Delta,Single,20,RWszR0pQRjRNYlBlNHRzK3h6RnQ0Zz09,https://phoenix.piugame.com/data/song_img/0b7657d770d540518fda905a6966e263.png?v=20241031113041
CRUSH,Single,20,RStKUktBUHhJMXlvVUZ4Smg4cFFnZz09,https://phoenix.piugame.com/data/song_img/9bc09f5b3630ecbfdb72ae72460e4d40.png?v=20241031113041
Curiosity Overdrive,Single,20,d0RteU8rRmhRZEl3SCtsT1EzYnFTUT09,https://phoenix.piugame.com/data/song_img/2cf6b048170d3446cbb27e722a1d805f.png?v=20241031113041
Dancing ,Single,20,VGVkNGlPdHo2T01rc3NKaVhXam5pZz09,https://phoenix.piugame.com/data/song_img/f48667b834fd130175badd24da2c911e.png?v=20241031113041
Desaparecer,Single,20,aC8vV3JNcWo4MEx3Y2JOMzVGbkNzdz09,https://phoenix.piugame.com/data/song_img/c177544632f0d6d1f18bb4ccb672df2c.png?v=20241031113041
Destination,Single,20,K0pvY0dFSm1Xd1VySVBNMlBFUnRzZz09,https://phoenix.piugame.com/data/song_img/be879f5ee944b5f1fe4dc088b7be923f.png?v=20241031113041
DO or DIE,Single,20,TXM1YXZhU3ZaT2RaUjI1ZDdTb3o2UT09,https://phoenix.piugame.com/data/song_img/820b7fbc1dcc0362d32c5745cd0b0d2c.png?v=20241031113041
Dual Racing <RED vs BLUE>,Single,20,a2t0T3pJeC9OczFEYlVMWGlzMjZOZz09,https://phoenix.piugame.com/data/song_img/1d812ea69df93cf3d64758b5d6fb7cb3.png?v=20241031113041
Kimchi Fingers,Single,20,WjVVNHJxQjBJcGlPeG9Pc3hpbGhHUT09,https://phoenix.piugame.com/data/song_img/eccda5d55510bfd64a78e54ed1e5441d.png?v=20241031113041
Kokugen Kairou Labyrinth,Single,20,dnFpUU5LQWVCb2pSOEsxZmZvM05kUT09,https://phoenix.piugame.com/data/song_img/e6f6dc0021c7ff7a8a5bfbbf1d1795f6.png?v=20241031113041
KUGUTSU,Single,20,MGdvWjlQMGFEcDBXR3lwcEpDTnN3UT09,https://phoenix.piugame.com/data/song_img/6b61fae3e35139975deb1199f1ad550a.png?v=20241031113041
Lacrimosa,Single,20,VmJxVTQvN1pmU1JzdmhVd2pDMXJJZz09,https://phoenix.piugame.com/data/song_img/56fbd3887c1f170ff0bab5fd5bac7320.png?v=20241031113041
Le Grand Bleu,Single,20,Q3RqZVZ2UUpuRW9weUswN2wwRENwdz09,https://phoenix.piugame.com/data/song_img/51a18cfbe11adc98b9cc58758a8d0b38.png?v=20241031113041
Le Grand Rouge,Single,20,OXlDYVpabXVGZzZNcFJ2Z1NTOHBTdz09,https://phoenix.piugame.com/data/song_img/c30c986da13777b364dbb808b94f49ad.png?v=20241031113041
Le Nozze di Figaro ~Celebrazione Remix~,Single,20,TUxxamwwb3RDMUFTLzlUdDd4STJFdz09,https://phoenix.piugame.com/data/song_img/8d28848f0527248cbfc7456233242c92.png?v=20241031113041
Log In,Single,20,RllCNGYydmJoYnJYTEwyTDhDRndMZz09,https://phoenix.piugame.com/data/song_img/a2af45f604f7e2fb5ace70132d0f784c.png?v=20241031113041
Loki,Single,20,THFlVHM5Z0cwRGlFRjdMa0JvQkpKZz09,https://phoenix.piugame.com/data/song_img/8f60feb29c23dba166d882a86110b732.png?v=20241031113041
Love is a Danger Zone - SHORT CUT -,Single,20,WFU0SFg1bFZCazVzdnRZRUp1a3pNZz09,https://phoenix.piugame.com/data/song_img/c8b416fe9fef9ca7cad637ffb5e8d914.png?v=20241031113041
Love is a Danger Zone 2 - FULL SONG -,Single,20,UXRjUTUrNlRJWkFZejBOVnZUb3FIdz09,https://phoenix.piugame.com/data/song_img/9634a478f1b0effd5fb7603f765571d1.png?v=20241031113041
Love Is A Danger Zone(Cranky Mix),Single,20,TWUzY0xtcDhzbld2anVrTU5iWXRUdz09,https://phoenix.piugame.com/data/song_img/72a5b43b6f620b5a785a673f53e38e1c.png?v=20241031113041
Guitar Man,Single,20,WGZac3lqZWx1ZTlyckdpbUNpQjJrZz09,https://phoenix.piugame.com/data/song_img/2a179f40ea1adc1905076f89fa2abc01.png?v=20241031113041
Gun Rock,Single,20,bERPZmJJK2d5N1YvOEhYc3puNW5FZz09,https://phoenix.piugame.com/data/song_img/a99628699414126f01156a2eff9c4509.png?v=20241031113041
Halcyon,Single,20,ejJaZ3JBNFV3Z3M5SkhFTXc5N3BQZz09,https://phoenix.piugame.com/data/song_img/51fcd45896e9b9925e3e1f0a77556e24.png?v=20241031113041
Halloween Party ~Multiverse~,Single,20,Wk9qbkhOWWVTanErZDFYMWs1aitWUT09,https://phoenix.piugame.com/data/song_img/6175376a00ff0d561bab24934e04b782.png?v=20241031113041
Hyperion - SHORT CUT -,Single,20,a2QzSEdtaGF1NnFoSjZLcnQzTzB2Zz09,https://phoenix.piugame.com/data/song_img/797086fdfcbd0fa9bbbfe387f119f3dd.png?v=20241031113041
Hypnosis(SynthWulf Mix),Single,20,RzRKSTVJRnRYeUZtVndDaU5LQXVKdz09,https://phoenix.piugame.com/data/song_img/1f8ba439956cef0aecaa015e29c183c8.png?v=20241031113041
I Want U,Single,20,dUQ4TmQ3dHB0MHE3VjRJeE5QMTZ0Zz09,https://phoenix.piugame.com/data/song_img/d56f4754be78f6287098ec4f3c71f593.png?v=20241031113041
Ice of Death,Single,20,Q2VZWXZQWHAzUGJoWlVRenVydC9Mdz09,https://phoenix.piugame.com/data/song_img/27141402dd0181ae105486ec3ab1a463.png?v=20241031113041
Iolite Sky,Single,20,RU1zdTRMWVVGVENPdmFOc3padVB3Zz09,https://phoenix.piugame.com/data/song_img/f31f845bdc8584adce799fe78a775fdb.png?v=20241031113041
JANUS,Single,20,QWVOcXBxQVdBY3VXM2FuMmREZHhUdz09,https://phoenix.piugame.com/data/song_img/2c47815040037dcacc92e4838b5eff82.png?v=20241031113041
Karyawisata,Single,20,UXdvNG00S0s4MTZuU0NZczZRTEdWQT09,https://phoenix.piugame.com/data/song_img/f947459c1bbe1598870853502bf147d6.png?v=20241031113041
Kasou Shinja - SHORT CUT -,Single,20,TS9sRG1MajhldHdKMldqYi9zYk82dz09,https://phoenix.piugame.com/data/song_img/276d2d193609bd81ac48f917ce3b3668.png?v=20241031113041
Overblow,Single,20,bCtHMkNaVkMrTXNoemdYUHA5VnpBZz09,https://phoenix.piugame.com/data/song_img/c2aa0c2fc0611c4c820831c649606306.png?v=20241031113041
Papasito (feat.  KuTiNA),Single,20,OE1zbWMzRnBsYkJJRUVvS25NQ3B2dz09,https://phoenix.piugame.com/data/song_img/72e2b928ef1c20c3f56c0ee931b0f8da.png?v=20241031113041
Pine Nut,Single,20,ejlVN1djU09YajltTGo3UU94NkVmdz09,https://phoenix.piugame.com/data/song_img/316dcf353e07e846960e71df5e180ba4.png?v=20241031113041
Point Zero One,Single,20,VFNuL2JsR0I4NDV3bkc3UVlIYzNGUT09,https://phoenix.piugame.com/data/song_img/e6f6a10d84dca85fa323efeb21d5c599.png?v=20241031113041
Pumptris Quattro,Single,20,RFovOG54NWpRWlhVTVV6RVdoQUVRUT09,https://phoenix.piugame.com/data/song_img/2a4110d8bfc915ac81c209903d76e386.png?v=20241031113041
Queencard,Single,20,M25CMm9DdlJXZDhEelVxazlyWk1EUT09,https://phoenix.piugame.com/data/song_img/eb729c74a7b424a6598e6a18b5025346.png?v=20241031113041
Radetzky Can Can,Single,20,UDEySDNoZEpXamZzeDlXMjE2b3RFZz09,https://phoenix.piugame.com/data/song_img/4649044f9d22c287d56803034fe3a6b7.png?v=20241031113041
Rolling Christmas,Single,20,dGt5SE84K254cW9HV3FyOTdSaTIzdz09,https://phoenix.piugame.com/data/song_img/744e973eeccd43765eb616bb0cad04e6.png?v=20241031113041
Sarabande,Single,20,QUV1bmpLcEFsalp4TEwxOVo0SVhyQT09,https://phoenix.piugame.com/data/song_img/ffe09fd20d848ce19952f5867e6de25e.png?v=20241031113041
Showdown,Single,20,RElORmRJenBHRkRuYkFRdTB3YnMzUT09,https://phoenix.piugame.com/data/song_img/7387703a9867124dd6159fd3ee0b8094.png?v=20241031113041
"Simon Says, EURODANCE!! (feat. Sara☆M)",Single,20,cmhKWmxHNFI5cDkyUVJ6c3ptQ0lBQT09,https://phoenix.piugame.com/data/song_img/ecc05e7a2615a2a2770e4a8c5487eb4c.png?v=20241031113041
Slam,Single,20,aUduYmpQeUVSTGwvR05wdko1NUsrdz09,https://phoenix.piugame.com/data/song_img/6c015264351d8c74bc84257bb4bad895.png?v=20241031113041
Soldiers (TANO*C W TEAM RED ANTHEM),Single,20,NmUvdUpyMVg2RFgwQ3VTTVlRb0lvUT09,https://phoenix.piugame.com/data/song_img/99346227f519d2f7626b70e5b38c809b.png?v=20241031113041
Super Fantasy,Single,20,cmt0VWVFaEdoMHk5eDRrQlkwczBuZz09,https://phoenix.piugame.com/data/song_img/3c8de1e739b5d74edde29b76f4d65d77.png?v=20241031113041
Take Out,Single,20,aDB5MGYxNGF1d2h1R0JZWUhHWUxiZz09,https://phoenix.piugame.com/data/song_img/8eb6a7d9798400553892511bf913409a.png?v=20241031113041
Tales of Pumpnia,Single,20,SXNLVnh5UkJWQ29iaHVISVpCWUNqQT09,https://phoenix.piugame.com/data/song_img/1352c4fabaa9bb5e8df52ca0062f2e00.png?v=20241031113041
Tantanmen,Single,20,QzFCMHJkVEhjUktMMlZvSVQvMkZjUT09,https://phoenix.piugame.com/data/song_img/ba1cf709de84af438c6697c1587528b3.png?v=20241031113041
The End of the World ft. Skizzo,Single,20,NWIrVXpZNjZFbmNlMkpBR0ZveEt4dz09,https://phoenix.piugame.com/data/song_img/2ac7c8a9c0c3f4d9039c5389a5909f1a.png?v=20241031113041
The Festival of Ghost2 (Sneak),Single,20,YVptd3c3bXRZTVh1cEx6QTBLT3p1dz09,https://phoenix.piugame.com/data/song_img/36500a1c6ebb2627e3afcb03a5dcb18b.png?v=20241031113041
Top City,Single,20,R2ZhdjVud25YWUpRRy9zOHdJWDVmUT09,https://phoenix.piugame.com/data/song_img/f5bebb469d701e9f18ad7149d4618391.png?v=20241031113041
Tritium,Single,20,SHZJdmxCWFdyRHpUQzBSS3EvUHgrdz09,https://phoenix.piugame.com/data/song_img/bfaea6d897aedd93f584c1f28bb1bae7.png?v=20241031113041
U GOT 2 KNOW,Single,20,TGpPdWtPVUZLTTcrTVFKOFBnVXRYdz09,https://phoenix.piugame.com/data/song_img/8075ad3bc1d71a6a2d42313eff1ecd98.png?v=20241031113041
Uh-Heung,Single,20,SXlaUnBtWmlKcWRIMVVsbERQemRuUT09,https://phoenix.piugame.com/data/song_img/9095d45d33d1c8cf8495c1295604e0af.png?v=20241031113041
Utopia,Single,20,UnlaenRKN0Zrb2o2VHo0d0MzOGlsdz09,https://phoenix.piugame.com/data/song_img/00843a3856bebbb34316d9c8368e23a1.png?v=20241031113041
Mad5cience,Single,20,Mms1QWgxbk82VzMrQWh3bFRMaThiQT09,https://phoenix.piugame.com/data/song_img/b89582358750bf456ece55c8d917a5d2.png?v=20241031113041
MilK,Single,20,eDVRK2E4cVFTdWJJNXpOcE42R1puQT09,https://phoenix.piugame.com/data/song_img/4f6cd22fb830dcc99d53fcd91066e255.png?v=20241031113041
Move That Body!,Single,20,d1dDQVQ0THRMaTBsV0NjZzI0bkQvdz09,https://phoenix.piugame.com/data/song_img/1a12ec6286b22ac6ef81cef7f2e1222e.png?v=20241031113041
Mr. Larpus,Single,20,a3BDU0lGTnhzaDhQOWc4UU1KazRYZz09,https://phoenix.piugame.com/data/song_img/d5f90344eb4cee421e77fb595a359d55.png?v=20241031113041
MURDOCH,Single,20,ZDBrZTJhL3YrcDZmWDhWa3U2UVJZdz09,https://phoenix.piugame.com/data/song_img/8eb8a3021756670ce067a3ef7cfb9f2a.png?v=20241031113041
Naissance,Single,20,RmlzUkgrNmo4azVrRWJaQ0xuMU9nQT09,https://phoenix.piugame.com/data/song_img/1bfeb75e6fe7f37ff2dd027d2866266c.png?v=20241031113041
Native,Single,20,aXY5amthYnN1dXk5aCsydmsvMHRGUT09,https://phoenix.piugame.com/data/song_img/0d53ae5f97422c33e9d58f5e5660598e.png?v=20241031113041
Necromancy,Single,20,eDRKRTNLdHd2RDB4RGUrcUZubnNhdz09,https://phoenix.piugame.com/data/song_img/79fbf23383fdf73812bf805d7580eb45.png?v=20241031113041
Neo Catharsis,Single,20,cDNJWW15L21UNDVua1ZFbnNNSzIxdz09,https://phoenix.piugame.com/data/song_img/14cd5d7a3df1f12b82bccec2faea2705.png?v=20241031113041
Night Duty,Single,20,VnJFNWxRLzFJZFBwMTFSTXZtUVZ6dz09,https://phoenix.piugame.com/data/song_img/0a20adcd20b664ab3dda36ee2ebbc7b3.png?v=20241031113041
Nostalgia,Single,20,TGQvWEZyaTR2T3RoWTV6MzdnalE2QT09,https://phoenix.piugame.com/data/song_img/8c79ce4830470629ea3de71335222909.png?v=20241031113041
Over The Horizon,Single,20,ZzJWN0c2elVMRnp4dTRnVkxXUktQUT09,https://phoenix.piugame.com/data/song_img/3a9626d7fc0fd8ba0ddeb894639770a2.png?v=20241031113041
Avalanche,Double,25,Z0lsQXFybktIeTdHZEF0ejRhQzdDdz09,https://phoenix.piugame.com/data/song_img/c55b5035aa594ffa59dd1a99aef918c8.png?v=20241031113041
Avalanquiem,Double,25,akcyTzY2dWFMTVpZZWUwREUyRXhyUT09,https://phoenix.piugame.com/data/song_img/9684b814e944dad64b6f07c81300820c.png?v=20241031113041
BOCA,Double,25,QUFiQ2dnMnJyNWFtMUVmSHdEbTJOdz09,https://phoenix.piugame.com/data/song_img/eb5af940defb17449259e75e16926870.png?v=20241031113041
Can-can ~Orpheus in The Party Mix~ - SHORT CUT -,Double,25,MkdoM3ZmMzNxN1Q4WTd1cGNjOXlRZz09,https://phoenix.piugame.com/data/song_img/c664995fa9793c4b659d8f813360df72.png?v=20241031113041
Caprice of DJ Otada,Double,25,ZU5FbHNucG1NUVU4K0RYM0Q1Yk9UQT09,https://phoenix.piugame.com/data/song_img/2f1b7f10374f115180df7d41f2fe0971.png?v=20241031113041
Chase Me - FULL SONG -,Double,25,MUdRT29GdmlaMHYrVDhYbFBEanlKUT09,https://phoenix.piugame.com/data/song_img/9432dea334959d9f9976b6462cf26154.png?v=20241031113041
Cleaner,Double,25,NFdYRXZyelJBRXFqTjcxME5iNE1oUT09,https://phoenix.piugame.com/data/song_img/e6ac757c38d1d589c25b3461bb8438d5.png?v=20241031113041
Conflict,Double,25,aEJSQlNSV05UaG1zc1g1Rmp3dVNVdz09,https://phoenix.piugame.com/data/song_img/9cfb61d5d762f490df901dc25a06db3f.png?v=20241031113041
Desaparecer,Double,25,SjNoVXZXV2tRcGxhU0NmeGlqZXNCUT09,https://phoenix.piugame.com/data/song_img/c177544632f0d6d1f18bb4ccb672df2c.png?v=20241031113041
Etude Op 10-4,Double,25,ckxnSGk2WDhVRDFOaHpoNHRBeSt5Zz09,https://phoenix.piugame.com/data/song_img/584749a3cecd3f4b5714df28cd502d14.png?v=20241031113041
F(R)IEND,Double,25,aTdUd0c0SGc0ZEM2TEc1Sk50L2Qrdz09,https://phoenix.piugame.com/data/song_img/341db42d98d602ee2e3da10c068cacda.png?v=20241031113041
Fire Noodle Challenge,Double,25,eEZaS3RkVS9sVG5FdzZmYVQvQzV2dz09,https://phoenix.piugame.com/data/song_img/8fbb4702a5c6be65e7dfb7635af4ec6d.png?v=20241031113041
Paradoxx,Double,28,eW5KZFZwa2k2cVEyZXZQeGo2dGJGZz09,https://phoenix.piugame.com/data/song_img/2da8be03841200479a4c23e8b60aeb70.png?v=20241031113041
1950,Double,27,Rk5wcVNPdVh3ZEVNZEtiQzhaOSt2UT09,https://phoenix.piugame.com/data/song_img/fba81856a34b5447cd12dc4aaf87d37a.png?v=20241031113041
Appassionata,Double,27,U0ZtM1kxR3pwM25iaVIvMDg2aHoyQT09,https://phoenix.piugame.com/data/song_img/8b8164ae45412112841142145c7067d3.png?v=20241031113041
ERRORCODE: 0,Double,27,S3lIWXE1MERvNmltbWs1V1JPNFJBQT09,https://phoenix.piugame.com/data/song_img/f376da01e82ef98a2020800e9072fe78.png?v=20241031113041
KUGUTSU,Double,27,VHNHSE9SVGp6dUFKdjAxd2RMZnI5UT09,https://phoenix.piugame.com/data/song_img/6b61fae3e35139975deb1199f1ad550a.png?v=20241031113041
Neo Catharsis,Double,27,dFNWVFdCVmZuS1g2YmJweXdiQjl6QT09,https://phoenix.piugame.com/data/song_img/14cd5d7a3df1f12b82bccec2faea2705.png?v=20241031113041
Shub Sothoth,Double,27,TXlFK01mMDVVMlAxYWhjSXlUa3NMUT09,https://phoenix.piugame.com/data/song_img/8228790cbf25eafb814aa724adabd93e.png?v=20241031113041
Ultimatum,Double,27,Wlh4TU5QcnNvei9adnQ2WGNsbm5rdz09,https://phoenix.piugame.com/data/song_img/54a6474ee494e9b1748e1edd3affee0b.png?v=20241031113041
* this game does not exist *,Double,26,T2FqR3RuaFBUU0hzMXIydU5yY3IxQT09,https://phoenix.piugame.com/data/song_img/89f84e8cf3b3b99a00a93bf032100f8e.png?v=20241031113041
1949,Double,26,VVZteERpMEZORWhlUXNmV0FPTkhKZz09,https://phoenix.piugame.com/data/song_img/27b9c3cc4f8d3c476205f2d4e6bbd9a5.png?v=20241031113041
Achluoias,Double,26,Tm9zMklGWXRxbXh4QmNhR2VYWmo0Zz09,https://phoenix.piugame.com/data/song_img/08b06c0759e9193b9cb7cfb9ee2a67a6.png?v=20241031113041
Aragami,Double,26,bExhNXRkaXAySndNSndCVDFKNDRUdz09,https://phoenix.piugame.com/data/song_img/268d0e5526dc475ccf8ca90a60fcae68.png?v=20241031113041
Kokugen Kairou Labyrinth,Double,26,RUJYRUw4U2xXL0pLM2NCRlNzSXBLUT09,https://phoenix.piugame.com/data/song_img/e6f6dc0021c7ff7a8a5bfbbf1d1795f6.png?v=20241031113041
Leather,Double,26,UGZxbkFEQ2F0dWhnQ29lTzZHY2xyUT09,https://phoenix.piugame.com/data/song_img/7a7a1b221de07d92d694b1ccd2bb69e0.png?v=20241031113041
Paradoxx - SHORT CUT -,Double,26,S0xKRHdwcWk0WEhDYTkxb0ljRCtWQT09,https://phoenix.piugame.com/data/song_img/2975834a1fbb299395252e9f1691851c.png?v=20241031113041
PRiMA MATERiA,Double,26,ZzR3MUdPU2d6K1VXTFlsN2Z2cHJzdz09,https://phoenix.piugame.com/data/song_img/d9ca9ba14be1f8d7bc007bfcae6f19a1.png?v=20241031113041
Prime Time,Double,26,b21UU1V3OEtaSE0wZ3ZHQVgrSHpWdz09,https://phoenix.piugame.com/data/song_img/6a9b52dad811828ecba1f4f5d3e6abfe.png?v=20241031113041
Repentance,Double,26,aHFjR1FQdi9rdjh6THlOdmFyWkVJZz09,https://phoenix.piugame.com/data/song_img/93d5647e7b2b3cdb2b3a04d06f996851.png?v=20241031113041
Shub Niggurath,Double,26,M21uSlpKTWtSUGpDN0hodlM2T3BUUT09,https://phoenix.piugame.com/data/song_img/1f724c66b21c31dd9c8999b2cdd04f6d.png?v=20241031113041
Telling Fortune Flower,Double,26,eUVlREVRUWxxMnVnZzdob2k5SVpCQT09,https://phoenix.piugame.com/data/song_img/212d24f35ebb3de53f5deb6cd6625d31.png?v=20241031113041
Vacuum Cleaner,Double,26,TzBWa2VtTVBTMmQrNDFGZ2xLYkpXUT09,https://phoenix.piugame.com/data/song_img/5bd3e6508c6ef691a52d8e12149c4b93.png?v=20241031113041
1950,Double,25,ZjRla0hCQzU0OXJEUG12UEV6ZXAvUT09,https://phoenix.piugame.com/data/song_img/fba81856a34b5447cd12dc4aaf87d37a.png?v=20241031113041
Allegro Con Fuoco - FULL SONG -,Double,25,eE84dEtsa2JVK3pZMHRIK2V5WWhrUT09,https://phoenix.piugame.com/data/song_img/ecf5b60d92bfd65eb7ad32d69bfa7bdc.png?v=20241031113041
Appassionata,Double,25,NXFudkU1TktmY1NUMHkxaDVzMkQyZz09,https://phoenix.piugame.com/data/song_img/8b8164ae45412112841142145c7067d3.png?v=20241031113041
Utsushiyo No Kaze feat. Kana,Single,20,dnFXZTJ0QnQveWJsSHRPVVRjdVcvdz09,https://phoenix.piugame.com/data/song_img/72dcebcfcb24d784c930b09def038479.png?v=20241031113041
Vacuum Cleaner,Single,20,R3B2bGlFeG5uYmkzUzE2amZWUXNlUT09,https://phoenix.piugame.com/data/song_img/5bd3e6508c6ef691a52d8e12149c4b93.png?v=20241031113041
VANISH,Single,20,R3B6ZnYwdldBZHRQTHV6ZC9ycjdMZz09,https://phoenix.piugame.com/data/song_img/f0fb91b69e6f6e88bd53b7a7a3826932.png?v=20241031113041
Versailles,Single,20,U3BSM21XWEowdmpjTzRwaklpeGFYUT09,https://phoenix.piugame.com/data/song_img/305329152cdd89f6229dec2a3074c18b.png?v=20241031113041
Vook,Single,20,bkJ0ZU5kV1NIRUxqbzlQS00vNzZKUT09,https://phoenix.piugame.com/data/song_img/11d51d2b0b09d24ec36fab92b96a8df4.png?v=20241031113041
Wicked Legend,Single,20,WHg1cm8zTk5YRXJkbk05R1VSUWVIZz09,https://phoenix.piugame.com/data/song_img/85d653d9c6bc78e7513311a10d51dfce.png?v=20241031113041
Winter,Single,20,T0dJdHhTdUkxN3RKLzFYYWV5cGlVUT09,https://phoenix.piugame.com/data/song_img/6ac101f485e0f0db642dc83e9336db42.png?v=20241031113041
Witch Doctor - SHORT CUT -,Single,20,dzNmemE1M0ptelBBMkNmWEswTVc3dz09,https://phoenix.piugame.com/data/song_img/505221bd59abc6663b5799b992665198.png?v=20241031113041
wither garden,Single,20,QmdaZ1lEMlRLWVVSZEttQi9EUmdYUT09,https://phoenix.piugame.com/data/song_img/a65ed99146745b6bb879e92af66517fb.png?v=20241031113041
XTREE,Single,20,aldwNHZKUGJIOW9VRkdxVXlkZ3lTUT09,https://phoenix.piugame.com/data/song_img/ba7e3e2c8e3d175c3576d295fbe1e4b2.png?v=20241031113041
Yo! Say!! Fairy!!!,Single,20,S04zVXFTOXV1UXgzbk81cEYyTEt4UT09,https://phoenix.piugame.com/data/song_img/1afce79a91b11aacedfadb6f8f0c360c.png?v=20241031113041
1949,Double,28,NXU1RjE1TTdHM3ZVY3VYdzA2TXhNQT09,https://phoenix.piugame.com/data/song_img/27b9c3cc4f8d3c476205f2d4e6bbd9a5.png?v=20241031113041
CROSS SOUL,Double,24,Z3FFK3cvS2h4dnlmb2JLbGJZZVhRQT09,https://phoenix.piugame.com/data/song_img/9a7a0e282cbd94c9c94f605979be9cc2.png?v=20241031113041
